subject_id,understood,age,gender,comments
664c9b0ad734c7bd6e1144bb,yes,31,male,
60fd6618f9a377f54dcdf318,yes,38,male,none
66f305037af69346a9a55b42,yes,33,female,
67dd5e5f7a961e34ff8b116c,yes,29,female,no
55d35a33da14d7001295328c,yes,36,male,
5d7ff85ffec5620017b07c40,yes,47,female,Thank you!
67e8e0c0be5802df7311d109,yes,68,male,No
5ea8154dcfd4dd20473ed88e,yes,32,male,Was tough to come up with new ideas each time!
67f195156ae8e9e3886a36dc,yes,45,male,The study was long
67e07f19ee9c325f1bcaa026,yes,61,male,"Engaging tasks, enjoyed participating"
5f35646c73508a4ff52b4ea3,yes,32,male,"it was a hard test at the start, but im glad you gave a few chances"
668702820e1765376681985a,yes,36,male,
62877d5f6a054e53313ac916,yes,28,male,I had an internet outage during the survey and submitted a NOCODE in the middle while waiting for the internet to be restored. I returned to the experiment to complete it but found out I was rejected for submitting the NOCODE too fast so I ask respectfully that you reconsider the rejection by approving this task or at least returning the submission so as not to negatively impact my account. Thank you!
600c167e28de48080e812884,yes,58,male,
65172c25c4118007d8a75184,yes,52,female,No
66c3366a3b5834b89124e85a,yes,48,female,
63d176dbaef5e7827cd86954,yes,47,female,Great game/study!  I enjoyed participating in this experiment!  I would like to participate in future studies such as these! Thank you!
5c56964991c0ad0001cfa5ae,yes,36,male,na
67e17102592c90e6799dae33,yes,31,female,Its repetitive
63008ac67b7d6d032e5c1884,yes,40,male,"I thought it was strange that I was going to answer 53 questions for 10 cents each, the full $6 bonus seemed impossible until I reached this page."
66363a38fb334d3e1c100651,yes,34,female,no. thank you for the fun survey!
652359572fd30ff57dfea7fb,yes,53,female,
5dec8925be656d35d4005320,yes,61,male,
655f95e3f23f40d0d9613730,yes,37,female,
668dc9c9cb393e15f3baf53e,yes,41,female,NA
63c0b8e25159ad47312132ac,yes,51,male,
67ef32ae3b9945398e55b406,yes,42,male,The study was fascinating
66397ad24036e6a540a10423,yes,38,female,
67d4ba7e61ab8f9deb8ffb2e,yes,25,male,The study was quite involving.
5eb5f6d5e38e9f4e6c8dde3f,yes,27,female,
67dda0e71db471d2d21376a9,yes,42,female,
616d9ef881036dfbfd63d2f4,yes,36,male,no
5dce29700ad506063969a4a5,yes,41,female,n/a
66fb23786bc0681389368d9b,yes,38,female,No
66e359c586c5a532a82a1aa0,yes,54,female,no
5d350282cec7150015d16494,yes,40,male,i could not think of very many descriptions  as I was requested to write like 5 or more for each image. i was wracking my brain for descriptors. thanks
67ace44ff23c30b6337c7dcd,yes,37,female,fun game to play
672adb2909ca72744f212a7d,yes,55,male,
662942069e781c3f1a1355c4,yes,49,male,
67f3078347506a49d499c545,yes,42,male,N/A
679308802b9c93a3e9e8b0fa,yes,32,female,
5ece0f3693c34518cb5cbef5,yes,32,female,N/A
57d1d04593d4400001cdc0db,yes,43,female,
67dad66fd659797310deb87f,yes,20,female,
56e6a66af6ed900006a5867c,yes,45,male,
5ca749ff98b35f0001f7559d,yes,39,female,
5c69f9dd4b5bb30001b3d31c,yes,55,female,
6726d16c98d4b6498e4f2a69,yes,59,male,Thanks for allowing me to participate in tis study/survey.  It was challenging.
67ded30276f9032f25e581da,yes,37,male,
6791a8549ed23cc3997dd33a,yes,34,male,tine was short for the task
6496f9fbc2928ee6956ef623,yes,21,male,
67e0462ffa88d77a477f6e6d,yes,44,male,N/A
65c193ee2725b7aa17d96235,yes,37,female,This study was surprisingly fun. I wonder if the blue group thinks I might be one of them.
645e4f49d473048703d162cb,yes,51,female,
674b46b00690584bddd6e33b,yes,24,female,nope
6624638357b56eb340c8f109,yes,55,male,
6722b6b9cb69415ce7f4c688,yes,42,male,lots of fun!!!!
680ec630bc2232d82dc78119,yes,62,male,No
66c11172409d7fd12faae4bd,yes,28,male,"Thank you for your time, effort, and research. I believe that the shared ""code words"" between the teams allowed them to understand the figures and shapes better than simple descriptions alone"
64045393fa09ada78f0b5301,yes,39,male,
66537ee0b74eb6e13c4b6f32,yes,21,female,"Very neat and unique study, my only suggestion is slightly shorter instructions"
5869dec37fbbcd00013974e2,yes,30,female,No
67727321dbba1f283636b298,yes,53,female,"That was kinda rough, tbh. "
67d472bc45e98240759da210,yes,35,female,no
65cead31ddb7be095dddd3ee,yes,45,female,
65e10c42110a19db34d6c99f,yes,25,female,Very interactive experiment
66971a9cabd2bff3e5f60595,yes,34,male,The experiment was fun and engaging. 
66449993258aeb2d33806be7,yes,32,male,
687412b8d619a222cdd0bec9,yes,64,female,No
678951eaacd3135a38c86ec9,yes,49,female,Thank you for the opportunity.
62b9c2f1e55fe9f17dfedc5d,yes,46,female,
581d38509b5b8800014d507e,yes,42,male,
5d2e26124819d0001befd5de,yes,37,female,
67e18df3adc77c0702ba396b,yes,62,male,N/A
559bd307fdf99b7d0e839549,yes,42,female,
67e5969d6dc49d614db50593,yes,20,female,
5e7ad79b4a5c600c89af2462,yes,34,nonconforming,This was sort of fun! It was an interesting and more engaging survey for sure
583b397f54686200010f1d20,yes,53,female,
663aa6420a964c2a7740b9d7,yes,37,female,
67df453bc406da9f288f9656,yes,29,male,no comment
67e0658ecffaf739c0e39dc6,yes,40,female,Enjoyed participating
66c164f5465de8da533001e6,yes,29,female,
67e0a8458369d92d9789b0b4,yes,50,male,
67ed8e7a8a601fc20f85f35e,yes,41,male,no
666149cb6a138209b157427b,yes,28,male,I apologize. I believe that I have run out of time and have probably taken too long on this task. I should have written shorter descriptions at the beginning of the experiment. Thank you for allowing me to take part in your research.
67df8c27d74bb46fe4e7bc2f,yes,68,female,No
67dda00e83d591e9a6123c5f,yes,32,male,
67e07eb145ef9b9a0801e8ca,yes,40,female,No comments
671bdd06525adeea062a1d73,yes,28,male,Nope.
6682c4fcefd32e38eb8197b2,yes,25,male,"none, great survey!"
67ccf7fbbe84c977587b8b53,yes,29,female,
