subject_id,understood,age,gender,comments
0cdcecbf-8696-436a-ad3a-e77e07d55822,yes,37,male,
2c4f7a41-2b44-42d0-84fe-41d615cc0857,yes,37,male,
f6361462-f499-4790-9264-02da39fbe52d,yes,38,male,
82d22a1c-e3de-46a7-ad88-4013362caf51,yes,37,female,
0f0f0e63-cb68-4688-933a-0b92e9d4c256,yes,50,male,
aea0b696-9105-41ea-83cf-ee0e9a216ef4,yes,32,male,
7b6a2765-8f3b-4c2f-80e3-5a22b7f91098,yes,31,female,Really interesting task.
4057c752-9c34-4e65-8172-5136cef560ee,yes,40,male,
a66db085-500e-407e-a117-949d6e0d5d14,yes,33,female,
f6c06887-1c82-47b8-b22b-24843666cb0d,yes,27,female,
ec1d2c5e-bab8-4e7d-827c-71e5e6a6e71c,yes,35,male,
79438278-7a2f-4e44-bb2d-d510a7bf0b99,yes,42,female,
054d13db-7aae-4536-b4e7-7d2be6d89b08,yes,31,female,n/a.
e9a10de5-7244-457e-93c5-3fbdb3e81b90,yes,29,female,
66ab5ac4-3f00-4b21-a4d1-1cde4c1250bb,yes,30,male,
5212a058-13e1-404d-b5ed-5b0bff1fe128,yes,45,female,
8edb71a4-7074-4adb-a212-c145decf80a9,yes,32,female,
24c8115a-ee5c-4d43-b715-3ca4c82e440e,yes,46,male,This was a very interesting study trying to figure out which picture belonged to the description.
a9156746-2d60-49a0-bc17-d4dfd2cc6b30,yes,33,male,
33499abd-fad4-41c7-9a1e-59811a082ee5,yes,42,male,How many did I get right?
3281d4d7-2dec-40bd-8b35-8822bc2ec7b6,yes,36,male,
bfe12b84-114f-45cf-b2a9-ccf11ebed843,yes,43,male,
f907f775-fa76-4204-adbe-1233e6c9b273,yes,31,male,
c74b0408-087a-426a-a4b2-6b1fdb5e53a1,yes,36,female,none
4a68be8a-29bb-4a5c-b790-da2638369c09,yes,26,female,none
998d9210-bb11-4142-a2ac-00b203123ecf,yes,30,female,
81bc7c79-57b0-48b4-b646-f25ec91c4cba,yes,26,male,
871bde43-9bee-4f2f-b8fd-f7a56a126c24,yes,56,female,Interesting survey! Enjoyed it.
6da72231-1659-46c0-849e-5a9ec244fde5,yes,36,male,
f74aad24-64bd-4a28-b184-13d1f39adae1,yes,54,female,none
2a97ad4d-5a9e-43f9-ad34-c7bbbcde8b41,yes,34,male,Great study.
8d6f71a2-02e3-4342-81d9-72899a5abeeb,yes,37,female,This was fun I really liked this one and merry Christmas hope you guys have a wonderful holiday
ff30409e-ab4a-49b3-bd16-ce80079785ab,yes,35,male,
74b701fe-c56a-4379-92aa-c4ad9e399c63,yes,30,male,
4811a3ad-920d-402d-8bc8-ca7a96a9d246,yes,44,female,thanks
db7f335e-91cb-4375-823f-a389e05d5e0f,yes,39,male,
e7c16292-5ffb-4e97-bdb2-8c66daf64518,yes,27,nonconforming,
f4ca7875-6172-4481-aa57-0348be337fd5,yes,52,male,
0db8fb28-6c42-47e6-84ae-d07ad351bf4e,yes,33,female,
81f5f239-8223-43c3-8715-ff88e8b0265e,yes,55,female,
e77f16d3-0b03-48a1-b34d-b935d8fd81ee,yes,33,male,I enjoyed this study. Very fun!
98c52828-1f13-4014-adae-d55f422f3ff4,yes,31,female,
b4353a11-16e8-481a-8c68-d44d53700e80,yes,57,male,
af321ae5-b717-4d11-a441-3e43a7e5cbf9,yes,39,male,
73d5bc48-960e-4160-98ef-04ce3a074f19,yes,30,male,
02745bb9-a45f-4892-83be-57b25a81a9b0,yes,27,female,
6389bda2-a841-4338-b080-847473cf93f2,yes,57,female,none
abc0d441-c1ea-4612-b8bd-fb0b2fd28127,yes,27,male,
90290009-b39f-4d21-8e0f-9d748a0f71f8,yes,24,female,
a12fbff2-6e92-4130-a8c7-99e8bc7c8567,yes,22,female,n/a
16174859-d11d-4f77-9da3-c28c179c3847,yes,45,female,
45013030-53a0-413e-8300-417e0c6f4ce8,yes,23,female,
a1cdbaaf-c362-4e2a-a469-648f103d3c5b,yes,25,male,no
35d1e8f6-4032-46b5-8c76-b4f4445bfdad,yes,21,male,Thanks
a33d3c91-5019-4a0b-8ed6-5a2b35be5ea7,yes,27,female,
0920aed8-ba8f-4a99-b71f-ab1b550637c3,yes,22,female,
9853b6ee-0c51-4819-a7fc-bf617f94fd4c,yes,30,male,No
12d6455e-07f9-41f5-9e14-c1f625f95bb7,yes,27,female,
cca85d7e-172e-4c00-852f-62dcb8fc736c,yes,25,female,
0f2e55da-2960-4c97-9aa3-365e6a72eff2,yes,67,male,"this was an interesting study, I enjoyed it !"
b3e83e72-ea17-46b6-8953-8bfe512452bf,yes,32,female,
a3cce6f7-c141-4295-8bf3-00a69efb0d8a,yes,21,male,
f9ae289e-b05b-4394-bf00-02b74da74f9e,yes,28,female,
f3530c8b-4f1b-4e36-96b7-6593a1b7ed18,yes,38,female,no
a2d5e388-9c94-43bd-a24d-820eacb5a6e7,yes,33,female,
4ee52579-30d2-4b29-b246-52b779c95667,yes,69,female,
7aeb91fb-9a57-47cf-84f1-35414ebc1b65,yes,37,male,
24e04396-65f0-4931-b88c-a849e7b71385,yes,61,female,
fd8d8ad5-8aa9-43b0-ad91-4988a536fdc5,yes,32,female,
086d39d9-ad50-457c-b010-8818ceee66a8,yes,35,male,
33928a02-19cc-432e-9e38-ca34f658535e,yes,38,male,No additional comments
942ea19e-b5ec-4fe3-a370-25be40147388,yes,22,male,Everything was perfect for me!
52370862-9763-439e-abf8-10888ea83cef,yes,41,male,
5dcdadf2-013c-4b4b-a855-f82b7842f91c,yes,44,male,
2c632bd9-5834-416c-a9f6-b050a656edc1,yes,24,female,
52397460-f52c-49e1-8ecf-39b92a7b3663,yes,54,male,
d5898727-6b47-460f-8c64-e466ca93c8fb,yes,44,female,
c5fd2683-ec30-4f10-8956-340bbd7bf0ec,yes,59,female,
607aed1d-210d-48c9-b813-1f7348a88eb6,yes,33,male,
b0d2dc91-5d70-4605-b988-9af2bae9e6b2,yes,28,female,
62408ec4-3f68-4977-9e45-9cd22dedeedc,yes,30,female,
d0dfbf1e-8c29-4008-b4ff-dacac4a55c8d,yes,36,female,"some of those descriptions were definitely a lot more detailed and precise than others, ha"
7a05f0ed-2167-4c9f-bc2b-02179f1c00a2,yes,33,male,Thank you!
4519c0e5-72c0-4947-a206-f28b93bb11b0,yes,34,female,
74abd2a5-cf02-4bb0-9ca6-038d157a7067,yes,51,female,
ecdb8ffc-5074-4fef-a17d-6b6275bcb1df,yes,47,female,
adf1b594-1c94-45a9-9fd6-68c8b1af8b4a,yes,29,male,
ca8cd1f5-f5fe-419a-a1fd-3bde2e156776,yes,49,female,I liked this a lot! It was really fun.
205528c6-8186-4db2-8cda-e7475338341e,yes,40,female,
a3483568-c60c-434b-9736-968ab665a383,yes,46,female,thanks for including me in your study/survey
d29df873-f096-45c0-9cf5-e552570bdc4d,yes,34,female,none
1c50408e-bc12-4f6b-809d-2a86a176a0ed,yes,30,male,
a8496fae-7991-45fc-9da6-a77c075bd2e9,yes,30,female,no suggestions - was very entertaining 
31c66c69-bad6-4b29-9ff7-31c94f89658b,yes,46,female,
b9288545-1845-4b95-b438-51873cc7b1e0,yes,39,male,
4a563ee8-e1d1-448a-ba44-966b4580876f,yes,55,female,
e2c85c9d-be3e-43e6-b0d5-a64c8b118caf,yes,62,female,
24e39f9f-de09-4039-8d78-8dd4b9bd1ed9,yes,52,female,interesting images! good luck with your research!
13a2904c-22f7-4e12-a2cc-e8d9589bd53f,yes,27,male,
1b41edeb-4cc7-4717-8982-d807bd7f0c0d,yes,32,male,
72e63daa-efdc-42fa-8617-e4f5df322a1a,yes,51,female,I do not have any additional comments or suggestions.
3cef6eee-ab41-4ee6-bd80-ab881751429b,yes,45,female,Interesting..
c2f28dc0-7258-4422-a05d-cc4ad2d741f7,yes,20,male,
9abaf2e6-6ec4-4686-a2dd-ba62c8249839,yes,27,male,
9fb0b5a9-354e-4ae0-87a5-9322f524640b,yes,43,female,
64a29928-4fe2-4044-9956-fb479e304007,yes,42,female,
e83c8929-9a58-4b58-afd3-6006f100e828,yes,52,female,
57e8da90-6666-4fa7-952c-c9bbda53b513,yes,50,male,
7725b533-02d2-45fd-b52e-006c3bd1418b,yes,50,female,that was HARD
cd2cc4fc-a7cb-4d3c-878f-da9c44d962b5,yes,50,female,
79bd1ba6-da0d-4d83-9cdb-6a401c14aef7,yes,53,female,
50926ca3-6049-46bf-964b-f0efe06ceefd,yes,22,male,Fun to do trying to figure out which matched the description.
a447586a-d0da-486c-8af3-42b742dca723,yes,39,female,
56323ca4-5848-4bab-a09b-f740eb9f836a,yes,42,female,
ec85952e-3b00-469c-862f-cd60b9316e81,yes,36,male,
9346487f-3511-4741-bfc6-f2096bb0b211,yes,50,male,
2dae37af-721d-4c82-b002-147f7049d4dd,yes,43,female,
730bf554-0606-4b6b-8753-e271d4271973,yes,18,male,
d4243406-b490-48d0-bac0-e1457c39bd7d,yes,50,female,Interesting study.
0148d4e3-a3ae-42a9-9ee7-3c30b701c20d,yes,25,female,
95af83e3-0688-4064-9689-c1134436b8b4,yes,22,male,
843879a6-26f7-4ae9-bd3f-ea4a7bde353a,yes,52,female,
2b6ce056-b569-4956-aec7-d965b37ec563,yes,38,male,
08289b33-bce6-4867-a8ea-ff97020b66d4,yes,50,male,none
e28fdcf2-e5a7-44cc-9a25-1ca2dc38a027,yes,36,female,
dcc75b60-f3ee-4393-828e-8c047f7e891a,yes,61,female,Some of this was very challenging!
5f6f0310-3b97-4385-9a92-4f3edba34021,yes,21,female,
7c0a0ff1-a1d1-4d97-aad5-3d6f9e5062f4,yes,65,female,that's one crazy survey
66844354-92b1-4915-8ad6-2a498f5f38be,yes,35,female,
0b3156b7-d447-4da6-b9da-fba144a04bbb,yes,26,male,
1615c854-da21-4651-be19-22ad0d5c714a,yes,23,female,
bf59418c-6655-44f8-bd9e-2763c88ef326,yes,29,female,N/A.
85054b76-133e-453b-b3b3-6550e9bc78b2,yes,37,male,
1ca14555-707c-4252-af89-f799ba878c10,yes,19,female,
51ebdd1e-787e-43c0-ad02-97204f40d3ea,yes,36,male,
23737f36-44c6-475d-afa5-c731a59ee44c,yes,18,male,None
ff3c4cc0-0cd1-48e6-b9cf-2efafcb4b1b2,yes,75,male,
bb196173-c9b3-4b37-8136-58f91aed4509,yes,31,female,That was fun
ef1c9532-7af0-40ac-bfca-bbfd9c115dea,yes,27,female,
7a2ba37a-606f-45ce-9c77-c540ae637850,yes,55,female,
14e6e201-a41a-4f0b-b70a-36b785282660,yes,36,female,
e7b2a432-e861-46a4-a171-386a25e32763,yes,18,female,
cd7c6cfc-41aa-43b2-b1da-eb4183e7b27a,yes,30,male,
f790710a-279a-47e5-a881-711e854d600c,yes,31,female,
6baae839-1fd9-4cf7-885f-3d1d14fa3c49,yes,55,male,ITS AN INTERESTING STUDY
49636e68-02a4-43ea-90a1-a76a9ac82a96,yes,55,male,
34027187-3380-4207-adf9-25feb0bb94af,yes,24,male,
da9f3944-b519-4722-a7f6-007a87282b12,yes,48,female,
55f1c1de-72a4-4a7d-a389-c07ae5f5e324,yes,23,female,
f7687c9a-f97f-43fd-b9b1-27c4ac0b4676,yes,51,male,
5435303f-98d8-4fa0-a733-426a4c8b6093,yes,25,female,
8dda0b88-1fe9-4c60-9b38-495c35ae14fc,yes,57,female,In question #3 there is a typo misspelling of the word 'sie' should be 'side
c14f7669-e99b-4454-ba5c-9b914513509d,yes,25,female,
493e5724-c050-418c-ac58-424cf0f35b23,yes,25,female,
9ab2881b-50f4-4fce-98a9-65be627de498,yes,33,male,
c4933ca1-3ee2-45fe-9974-16c9d094af90,yes,20,female,
0414f052-6d89-4a1e-baa7-3666330e27a2,yes,32,female,
49b586b2-5ecf-4c8b-b98a-3364601e5219,yes,21,female,
9c946ff9-9e4a-4937-8bc8-d5decd8af0d5,yes,52,female,
b789bf40-2f18-4459-b98b-dfd2de95e7da,yes,19,female,
24696ad2-de32-4819-b004-33496ca4863c,yes,31,male,Have A Wonderful Day :D
90d9454f-5df3-409a-9493-415b6ca4e8e2,yes,21,female,no - this was fun
b93a3624-ea38-4c53-ab18-2517d035fe22,yes,32,female,cool oko
f057ffc5-0fb4-4380-8ba7-4903fe6b938d,yes,29,female,none
a2bbcb31-e53d-4ccc-8416-eb73c849910b,yes,23,female,
